character,dialogue,season,episode 
Adora, Catra  Surprised to see me?,1,13
Catra," Not really, I figured it wouldn't be that easy to get rid of you.",1,13
Catra," You know, I'm actually glad you did make it out of there alive.... because now..  I can take you out myself.",1,13
Scorpia, Well isn't that nice? You've accessorized! Not that it's going to help you!,1,13
Netassa, Boom! Nets!,1,13
Catra, Tired already? I thought punching was supposed to be like-- the one thing you're good at.,1,13
Adora, And I thought you were supposed to be quicker.,1,13
Adora," Give it up Catra, there's no way you win this.",1,13
Catra,  I already made it a lot further than anyone thought I would.,1,13
Catra," You on the other hand, you're not looking so good.",1,13
Adora, This isn't over!,1,13
Catra, OF COURSE it's not over!,1,13
Catra, It won't be over until Bright Moon is destroyed and the rebellion falls. It won't be OVER until darkness covers Etheria forever. And it won't be over until I see the looks on your friends' faces when they find out you failed. That you were too WEAK to save them!,1,13
Adora, Enough! You've lost Catra.,1,13
Catra,  You sure about that?,1,13
Catra, What? Did you really think this was about you?,1,13
Catra, That Runestone is your last defense.... isn't it? HAHAHAHA! Have fun!,1,13
Glimmer, NO! ,1,13
Scorpia," So where were we? Oh yeah, I Was about to punch you!",1,13
Adora, Where's my shield? {She searches the water],1,13
Bow, uuh ohh. ,1,13
Scorpia," Huu, Pretty!",1,13
Catra," Now, it's over.",1,13
Swift-wind, Come on!,1,13
Glimmer, Oh mom!,1,13
Swift-Wind, Princess!,1,13
Bow, Adora? Adora!,1,13
Bow," Come on,  Don't give up yet. Please! We can still fix this, right?  Please tell me we can fix this.",1,13
Adora," ah.. I.. I am sorry, ",1,13
Bow," it's okay, ",1,13
Sea Hawk, inaudible ,1,13
Mermista, Don't do that.,1,13
Sea Hawk, Sorry.,1,13
Adora, Mermista! Sea Hawk! You Came!,1,13
Mermista," Yea- sorry it so long, the sea kiiiinda sucked today.",1,13
Catra," Come on, GET UP!",1,13
Perfuma, I saw the distress beacon are you all okay?,1,13
Adora, No!,1,13
Adora, No! You're right on time!,1,13
Adora, FOR ETHERIA!,1,13
Angella, Go on. Go get them,1,13
Glimmer, YES!,1,13
Bow," Ha Ha, Glimmer! Your sparkling again!",1,13
Glimmer, Yeah! What I miss?,1,13
Adora, The Princesses are united! This is how it's supposed to be.,1,13
Mermista, What do you say? Ready to finish this?,1,13
Perfuma,  Thought you'd never ask,1,13
Netassa, We're in,1,13
Frosta, Let's do this already,1,13
Bow," Adora, it's over! Bright Moon is saved.",1,13
Glimmer, And the princesses are finally united! We did it!,1,13
Mermista," That is how it's done in the SEA, really good job",1,13
Netossa, GOOD job Girls! ON to the next.,1,13
Frosta, Yeah! We did things ToGEther!,1,13
Perfuma, Isn't this wonderful! Ha ha!,1,13
Angella, Thank you.,1,13
"[Adora powers down to her normal self, tears in her eyes, still caught between her two friends. Meanwhile, Catra failed, and must face Hordak.",,1,13
Hordak," Force Captain, it seems your experiment has failed",1,13
Entrapta," ON THE CONTRARY! The experiment was a huge success, I know more about first one's tech than ever, this is Just the beginning.",1,13
Catra," I got us closer to conquering Bright Moon than anyone ever has, not to mention the whispering woods is still in ruins. Etheria is ours for the taking.",1,13
Hordak," Very Well, force captain Catra.... you will have other chances to prove your worth to me... As my second in command,",1,13
Catra, The cities forces have all fled. Dryl is ours.,2,02
Scorpia," All right. I mean I guess it, kind of, was already ours since they're Princess is on our side and all, but the banners, they really make it feei official.",2,02
Catra, Where are you?,2,02
Scorpia," That is a great question and the answer is ""I do not know"". Yea, this place is some kind of maze.",2,02
Catra,  There. That's me. Follow it out when you're done. And hurry up we have work to do.,2,02
Adora," Whewh, getting pretty good huh?",2,02
Light Hope, You have shown improvement. But your attack would have been 57% more effective if you had support from your steed. It is time to bring Swift Wind into your training.,2,02
Adora," Um, shouldn't I work on mastering my own abilities first?",2,02
Light Hope," As She-Ra, your sacred connection with your steed is as important as any of your physical abilities. He is a part of you, your destinies are intertwined.",2,02
Swift Wind," They sure are! Hi, Adora! I've been here a while but there wasn't a good time for me to make my grand entrance, until now.",2,02
Light Hope, I requested his presence. The time has come for the two of you to forge your sacred-- ,2,02
Glimmer," What do you mean? ""Entrapta's alive""?",2,02
Bow, I couldn't figure out how the Horde was making such big technological advances. But it all makes sense now. They must be holding Entrapta prisoner. I found First Ones tech in this bot. This is what Entrapta was experimenting on before she...,2,02
Glimmer, Before we left her behind in the Fright Zone.,2,02
Bow, We didn't know.,2,02
Glimmer," It doesn't matter. We should have gone back for her. We should've tried. She got captured trying to save us. Well, we're not just leaving her there now. We've got to rescue her.",2,02
Bow, How? We can't just walk into the Fright Zone. That's how we got in this mess in the first place.,2,02
Glimmer, Maybe we don't have to. Look.,2,02
Bow," No, the Horde took Dryl.",2,02
Glimmer," We just got word. The Horde has Entrapta, now they have Dryl. The timing can't be a coincidence.",2,02
Bow, Of course. They're making her use her own lab.,2,02
Glimmer," We're going to Crypto Castle, we'll find Entrapta and bring her back. No Princess left behind.",2,02
Bow, Yes! Totally on board. Let's get Adora.,2,02
Glimmer, Adora is out training with Light Hope.,2,02
Bow, What about the other Princesses?,2,02
Glimmer," Entrapta got taken trying to save us, Bow. I'm not going to be responsible for losing anyone else.",2,02
Adora," Uhhh, Light Hope?",2,02
Swift Wind, Did I break her? Was it when I went through her head?,2,02
Light Hope, The time has come for the two of you to forge your sacred bond. --I -- Is there something wrong?,2,02
Swift Wind," Well, I, yea. You kind of froze there for a second.",2,02
Adora, Are you okay?,2,02
Light Hope," Forgive me, my system is overloading. I may have to delay today's training so that I can rest.",2,02
Adora, Is there anything that I can do to help?,2,02
Light Hope," Perhaps. This is the Watchtower. Once it allowed me to access my planetary mainframe. But it was destroyed by Mara when she lost control and attacked the planet. I have been functioning at only a fraction of my power ever since. If you can repair the Watchtower, my capabilities will improve, and training can commence.",2,02
Adora," Fix the Watchtower, got it.",2,02
Light Hope, Only then -- ,2,02
Adora," Okay, so we're just gonna... We're just gonna go.",2,02
Bow, Any sign of Entrapta in the castle?,2,02
Glimmer, Nothing. And as usual that place is impossible to navigate.,2,02
Kyle, Hello? Please say you're on your way back. I need backup! Entrapta's new invention has lost it!,2,02
Entrapta," Bot #437 seems to be having some sort of existential crisis. Down, boy, down! ",2,02
Catra," Pull it together Kyle, you're fine.",2,02
Entrapta," Stop it! Please, why are you doing this to me?",2,02
Bow," Entrapta, she's really alive.",2,02
Glimmer, And they're hurting her.,2,02
Bow, Wait!,2,02
Glimmer, Where is she?,2,02
Bow, Glimmer we've got to get out of her now!,2,02
Catra, Get them!,2,02
Bow, Wait. Isn't this where we started?,2,02
Glimmer, I hate this place!,2,02
Catra, I see the rebels have sent their finest.,2,02
Glimmer, Bow!,2,02
Bow," Glimmer, wake up!",2,02
Catra, What did you just do to me?,2,02
Bow, Get back.,2,02
Swift Wind,"  Adora and Swift Wind, on an adventure. Fix'n a thing that Mara broke. When she went nuts.",2,02
Adora," Swift Wind, could you not do that?",2,02
Swift Wind, Just trying to keep us entertained while we look for this Watchtower. Any sign of it?,2,02
Adora, There's nothing here but grass. Maybe Light Hope got the location wrong.,2,02
Swift Wind," No, I don't think she did. I definitely sense something here, something ancient and magical.",2,02
Adora, Where?,2,02
Swift Wind," I'm not sure. Perhaps if we were to combine our efforts, my intuitive powers might increase.",2,02
Adora," No that's ok. I just, just have to keep looking. It has to be here somewhere.",2,02
Swift Wind," I could be wrong, but I'm sensing something's bothering you.",2,02
Adora, I'm just really focused on fixing Light Hope. Like you should be.,2,02
Swift Wind," No, you're troubled about something else. As your magnificent steed I am attuned to your emotions.",2,02
Adora," Okay, can you stay out of my head, please?",2,02
Swift Wind, I'm not in your head. You're just very bad at hiding your feelings. Is it about me?,2,02
Adora," I'm fine and no, it's not about you.",2,02
Swift Wind, Is it Bow? Glimmer? Catra? The Horde? The crushing weight of your new responsibilities as the savior of Etheria?,2,02
Adora," Stop. I'm fine, I promise. Just... let me think.",2,02
Swift Wind, Okay. I'm gonna do a few loop-de-loops.,2,02
Adora, Hey! Swift Wind.,2,02
Swift Wind, What's up?,2,02
Adora, I think I found the Watchtower.,2,02
Bow, We took a hostage! We're supposed to be the good guys. Maybe we should just let her go...,2,02
Glimmer, Let her go? Did she let us go? No! She let the Horde torture us.,2,02
Bow," Uh, yeah, because she's a bad guy.",2,02
Glimmer," Listen. We didn't mean for this to happen. But it did, and now we should use it to our advantage. We're taking you to Bright Moon. If your people want you back they'll have to give us Entrapta.",2,02
Catra, Entrapta? Who's that?,2,02
Glimmer, We know you have her! Where is she? What are you doing to her?,2,02
Bow, Glimmer.,2,02
Catra," Ohhh, Entrapta. You mean the Princess you left behind to die? Ha. Don't worry. We're taking good care of her.",2,02
Glimmer, On your feet Horde scum.,2,02
Catra, Whoops. I can't walk. Unless you want to untie me.,2,02
Glimmer, Nice try. I'll just teleport us there.,2,02
Bow," Uh, Glimmer, can I talk to you real quick? Bright Moon is pretty far away. Shouldn't you wait until we get closer to teleport us there? You don't want to run out of power and get us stuck out here. Especially with her.",2,02
Glimmer, Fine.,2,02
Swift Wind, Wow. Mara really did a number on this place.,2,02
Adora," So, let's put it back together. For the Honor of Grayskull!",2,02
Swift Wind, She-Ra and Swift Wind. Forging a sacred bond. Fixing a magic tower. With a magical sword.,2,02
Bow," Hey, are you okay?",2,02
Catra, Like you care.,2,02
Bow," We do, actually. The Rebellion treats it's prisoners with compassion.",2,02
Catra, You princess-types have to be about the bleeding hearts. Everything with you is about the power of friendship. How's that working out for you?,2,02
Bow, Come on. I bet even the Horde has friends. What about Adora?,2,02
Bow," You two grew up together, right? What was she like as a kid?",2,02
Bow, Glimmer and I have known each other forever too. She'd teleport to the roof to get my lost arrows when I was learning to shoot.,2,02
Catra," Wow, you two must be really close? Sounds like Glimmer would do anything for you, huh?",2,02
Bow, Absolutely. She's my best friend.,2,02
Catra, Good to know.,2,02
Glimmer, Bow!,2,02
Catra," Oh, hey princess.",2,02
Glimmer, How are you such a nightmare?!,2,02
Catra," Ah, years of practice.",2,02
Bow, Can we please discuss this when we're not hurtling to our deaths?,2,02
Glimmer, You know what? I'm ready to see if cats really do land on their feet?,2,02
Bow," Please don't do that, she is attached to me! Glimmer!",2,02
Glimmer,  Okay.,2,02
Glimmer, Not a fan of water huh? Get off of me!,2,02
Bow, Glimmer! Help!,2,02
Bow," Okay, ready to be rescued from this whenever you are.",2,02
Glimmer, Just need a minute to rest.,2,02
Bow," Um, what could you do with ten seconds?",2,02
Catra, Seriously? You guys are terrible at this.,2,02
Catra, At least we're all in one piece. Can't say the same for Entrapta.,2,02
Bow," Glimmer, are you ok?",2,02
Catra, Aww. What's wrong? Sleepy after all that magic?,2,02
Glimmer," I'm fine. You're not worth my time. C'mon, it's a long walk to Bright Moon. Put more ropes on her.",2,02
Scorpia," What do you mean there's no sign of her? Where could they have gone? Think, think Scorpia. Do we tell Hordak? Send out a search-party? Put up posters? How are we gonna find Catra? I mean if somebody has touched a hair on her head, I don't know... huh?",2,02
Scorpia,"  Oh, she's signaling us. We can follow this right to her. Catra, you beautiful genius, I'm coming!",2,02
Swift Wind, Try concentrating. Focus the She-Ra. She-Ra...,2,02
Adora, I can't concentrate when you're distracting me! This worked in Salineas.,2,02
Swift Wind," Hey, you know what might help? Loop-de-loops, with me. Get on my back.",2,02
Adora," Swift Wind, you're not taking this seriously.",2,02
Swift Wind, I'm just saying everything's better with loop-de-loops.,2,02
Adora," It's fine, I got this.",2,02
Adora), Still got this.,2,02
Catra," I don't know about you guys, but I'm beat. Getting held hostage is so much work.  Almost as exhausting as torturing Entrapta every day.",2,02
Glimmer, Uhg. Just ignore her.,2,02
Catra, You're looking pretty tired too princess. Running out of glitter?,2,02
Glimmer," Bow, can't you keep her mouth shut?",2,02
Bow," I tried, but she bites.",2,02
Glimmer," How did Adora take years of this? She didn't run away from the Horde, she ran away from you.",2,02
Catra," And where is she now? Off being She-Ra? Get used to it. You think she's not going to leave you behind, too, Sparkles?",2,02
Scorpia, Don't move!,2,02
She-Ra, How's that look?,2,02
Swift Wind," You know what? I don't think that one goes there after all. In fact, it might be upside down. Maybe you should take it all apart and start again? You seem stressed. Why don't we list all our favorite things until we feel better? I'll go first. Apples, hay, toppling unjust hierarchies, apples... Wait, I said that already.",2,02
She-Ra, What are you doing?,2,02
Swift Wind, I'm helping! I'm She-Ra's steed and that's what I do.,2,02
She-Ra, This isn't helping! Can you just...,2,02
Swift Wind, Adora!,2,02
Scorpia," Catra, are you okay? Did they hurt you? I will crush them.",2,02
Glimmer, She's fine. We want to make a trade. We'll release Catra if you release Entrapta.,2,02
Catra, I have a better trade. You release me right now or we'll finish Entrapta off once and for all.,2,02
Bow, What?,2,02
Glimmer, She's bluffing.,2,02
Catra," Scorpia, get Kyle on the comm.",2,02
Entrapta," No, no, no! Wait! Oh no.",2,02
Kyle," Force Captain, I knew you'd call me back. What do I do?",2,02
Catra," If you don't hear back from me in thirty seconds, take Entrapta out.",2,02
Kyle, What?,2,02
Entrapta, Just relax. We'll figure this out. Everything's okay.,2,02
Glimmer), Two can play at that game.,2,02
Scorpia, Catra! If you touch her again...,2,02
Catra," Easy there Big Gal, she's not going to try anything. They're noble rebels after all. They play by the rules.",2,02
Bow," Glimmer, stop!",2,02
Glimmer," This isn't fair. After everything she's done? After what she did to us? We're just supposed to let her go? How do we know they'd really get rid of Entrapta, Bow? They need her.",2,02
Bow, We can't take that chance. We're not them.,2,02
Scorpia, Oh. Oh! Come here! Come on. I'm just so glad this nightmare is over.,2,02
Catra, Wow. I didn't think you'd actually buy that.,2,02
Glimmer," We held up our end of the bargain. Now, show us that Entrapta's alive.",2,02
Catra," You and Adora are perfect for each other, I'll give you that. Earnest, naive, ridiculously easy to manipulate. It's adorable. And it's why you're never going to win.  Kyle, if you actually took me seriously just then, call it off.",2,02
Entrapta, Kyle isn't available at the moment.,2,02
Entrapta," But I've got it under control. Don't worry, this was just the prototype. The next model will be much, much bigger.",2,02
Bow, Entrapta? What's going on?,2,02
Catra, Oh hey. You wanna talk to her?,2,02
Entrapta," Oh, hi Bow. What are you doing there?",2,02
Glimmer," Just hang on Entrapta, we're going to rescue you.",2,02
Entrapta, Oh good! Rescue me from what?,2,02
Glimmer, From the Horde!,2,02
Entrapta," Oh, well, that's nice of you. But all of my stuff is here now, so probably I'll just stay. Thanks anyway though.",2,02
Bow," Entrapta, are you on the Horde's side now?",2,02
Entrapta," I'm on the side of science. But I am living at the Fright Zone now, and the Horde is supplying me with tools and materials for my work. So, yes? I guess?",2,02
Catra, Did I forget to mention that? Ha. Oops.,2,02
Entrapta, But don't worry about me. I love it here. I've made unbelievable progress in my research. And the Horde has been so supportive. I'm getting closer every day to unraveling the mysteries of Etheria. Hacking the Black Garnet was just the first step.,2,02
Bow, That was you?,2,02
Catra, So much for the power of friendship.,2,02
Bow," Come on Glimmer, lets go. Glimmer?",2,02
Swift Wind, Adora! Adora! Are you okay?,2,02
Adora, I don't know what I'm doing. I don't even know what this Watchtower is supposed to do or how it's supposed to help.,2,02
Swift Wind, If that's the case then why are you doing all of this anyway?,2,02
Adora," I need to be a better She-Ra than Mara. I need to know how to control my powers so I don't hurt people like she did. Light Hope is the only one that can teach me, and she's broken.",2,02
Swift Wind, You're really freaking out about this Mara thing aren't you?,2,02
Adora, How could I not? She ruined everything. And I don't know how to fix it.,2,02
Swift Wind," I'm sorry I didn't take this mission more seriously. The truth is, I'm just so excited to be your steed. I guess I just got carried away.",2,02
Adora," I'm sorry I dragged you into this with me. You were just a horse before I accidentally zapped you with my sword. If it we'rent for me, you would've been able to live out the rest of your days carefree in a nice pasture in Thaymore.",2,02
Swift Wind," Adora, I wouldn't trade my voice and my wings for anything. I've got the chance to change the world now. To make it better than when I found it. I can't imagine ever going back. Can you?",2,02
Adora, No. I don't think I can.,2,02
Bow, Glimmer!,2,02
Catra," Forget the princess, she's got no power! Get him!",2,02
Glimmer," I'm not as naive as you think. Turns out I saved a little magic, just for you! ",2,02
Scorpia, No!,2,02
Adora, Is this...?,2,02
Swift Wind, Our sacred bond?,2,02
Swift Wind, This is it. This is what I've been sensing. This is the epicenter.,2,02
Adora," She-Ra destroyed this place, now it's up to She-Ra to fix it. For the honor of Grayskull!",2,02
Swift Wind," Don't worry, I got this. Loop-de-loops!",2,02
She-Ra, Woo-hoo!  Wow!,2,02
Swift Wind, Not a bad team. Looks like we're getting the hang of this.,2,02
Light Hope, Then I will be back to operation... My sensors indicate they fixed it. Good.,2,02
Bow," At least we know for sure that Entrapta's alive, and working for the Horde, making weapons to wipe us out.",2,02
Adora," Hey guys. You'll never guess what Swift Wind and I did today. We restored a First Ones' Watchtower so Light Hope can balance the planet, and we brought a whole field back to life and... What happened to you?",2,02
Glimmer," Oh Adora, we've got a lot to catch you up on.",2,02
She-Ra,"  Ooh, okay. We need to find a way to reclaim the Horde-occupied fortress for The Rebellion. So how are we gonna do this?",2,04
Glimmer, I'll teleport ahead to scout out a path through their defenses.,2,04
Bow, And I'll quietly shoot the closest turrets with my trick-arrows. ,2,04
She-Ra, You'll have the advantage in a sneak-attack. ...Go!,2,04
Bow,  Yes! And now--,2,04
She-Ra,  He's...dead...,2,04
Bow,"  Oh, what?!  Tiny Bow, you will be avenged! ",2,04
Adora,  That clearly isn't going to work. Let's try this again. ,2,04
Bow,  I shouldn't be dead. That turret came out of nowhere...,2,04
Glimmer," That's because you failed to make a successful observation check. If we're going to retake the pass, we have to be prepared for anything.",2,04
Adora," The pass is the only way in or out of this region. According to the reports, the Horde seized it while we were busy defending Bright Moon,  so it's crucial that we get it back.",2,04
Bow,  Why does that mean I have to die? And after I made these for you.,2,04
Adora,"  Look, our plans always fall apart.  Always!  It would be impressive if it wasn't terrifying.",2,04
Glimmer,"  We have gotten really good at improvising, though.",2,04
Adora,"  If we're gonna pull this off, we need to come up with a plan that won't fall apart,  and a plan that takes into account everything the Horde could possibly throw at us, including surprise attacks.",2,04
Bow," Okay, but you're breaking Tiny Bow's heart.  I mean, look at his face!",2,04
Glimmer,  He's smiling.,2,04
Bow," Through his pain, Glimmer.  Through his pain!",2,04
Adora,"  Guys, this pass is important. The Horde is not going to give it up without a fight. It's obviously going to be guarded by their very best and brightest...",2,04
Scorpia,"  Move those big weapon-y things!  Flap those banners! Uh--keep doing whatever it is you're doing, guy I'm pointing at! Now do a different thing! And look sharp, Force Captain's orders!",2,04
Scorpia,  Catra left me in charge. Me. Can you believe it?!,2,04
Lonnie," Uh, no. I really can't.",2,04
Scorpia,"  Ah, me neither.  She must really trust me...  I can't let her down.  Kyle! Man the parapets!",2,04
Kyle,  I don't know what those are.,2,04
Scorpia,  Then find out!,2,04
Scorpia,"  ""Scorpia, you're in charge of the fortress,"" she said. ""Even you can't mess this up,"" she said.  Even me. She's thinking about me!  Ah...  Should I get her a 'Thank You' gift? What's her favorite color?  KYLE, what are you doing?!",2,04
Kyle,"  Uh, you said--I--",2,04
Scorpia,  Go find out Catra's favorite color!,2,04
Scorpia,"  Hey! Hey, hey, hey, hey----you guys know Catra. W-what would she like? I need it to be something that says... 'Thank you', but also----'We are soulmates tied together by the beautiful threads of fate...'",2,04
Lonnie,"  We should spend less time talking about Catra, and more time talking about the defenses.",2,04
Lonnie,  The reason we're here!,2,04
Scorpia," Okay, you don't need to remind me. My wildcat is counting on me, and I won't  let her down.  For Catra, I will defend this pass with my very life!",2,04
Lonnie,  Wrong pass.,2,04
Scorpia,"  Yes, this is the pass I will defend with my very life. No reason to worry at all.",2,04
Adora," Clearly, that last plan won't work. So maybe, if we try sneaking past the turrets from a different side--",2,04
Glimmer,  You're going about this all wrong. We're not going to win by sneaking. We gotta take the action  to them!,2,04
Glimmer,  Just let Glimmer handle this.  Using my awesome powers of teleportation----I take out their first line of defense!,2,04
Glimmer,"  Then, I teleport over the wall and take out a line of soldiers with one CRITICAL strike! ",2,04
Glimmer," I back-flip, front-flip, back-flip into a teleport, poof! THEN, I take out a super-bot, and it EXPLODES!",2,04
Glimmer,"  And I'm past the wall----I'm unstoppable, I'M--",2,04
Bow," You ran out of teleports, like, 12 teleports ago.",2,04
Glimmer," Then, I land on you! ",2,04
Bow,  Tiny Bow! Nooooo! ,2,04
Adora,"  Glimmer, we need to come up with a plan based on reality.",2,04
Glimmer,"  Yes, and in that moment, I really would land on Bow.",2,04
Adora,"  Hmm. Using a limited number of teleports isn't a bad idea... So, Glimmer will take Bow--",2,04
Adora," --and, using her powers,  teleport him into the turrets' blind spot. Bow shall act as backup  while you and I breach the less-patrolled area up on the wall. ",2,04
Mermista, Uh...,2,04
Mermista, ...Why are you playing with dolls?,2,04
Adora,  We're not playing with dolls!,2,04
Bow,  Yeah! They're war-table battle figures--a-and I don't know if I have one for you. Hold on. ,2,04
Glimmer, Wait a minute. Aren't you supposed to be on watch?,2,04
Mermista,"  Oh, look, the fortress is still there, like it was an hour ago. Watch complete.",2,04
Mermista,"  Relax, I switched with Perfuma. ",2,04
Adora, We're still coming up with a plan.,2,04
Mermista, Am I in the plan?,2,04
Adora, We're getting to--,2,04
Bow," I don't have you, buuut I do have a seashell and a happy otter?",2,04
Mermista,"  Uhhh, googly eyes?  ...Pass.",2,04
Bow,  Wha--?!,2,04
Adora, Can we please get back to--,2,04
Mermista,  I'll be She-Ra.,2,04
Adora,  You can't be She-Ra. I'm She-Ra.,2,04
Mermista," Not anymore. Ya snooze, ya lose--",2,04
Mermista," Uh, wow, rude much?",2,04
Lonnie,  Alert Force Captain Scorpia. We've got a princess problem.,2,04
Glimmer,"  I admit, I got a little carried away. But the rest of my plan could work.",2,04
Glimmer,  And I've already thought of that.,2,04
Glimmer,  I knew destroying the bots would lure her out.,2,04
Glimmer's Catra,"  And so it has, Glimmer. ",2,04
She-Ra,  This is how you see Catra?,2,04
Bow,"  Yeah, this seems a little off.",2,04
She-Ra,  A little?,2,04
Glimmer's Catra," You fell into my trap. I've armed the tower with a bomb, capable of taking out my greatest enemy-- you.",2,04
Glimmer, Do you expect us to just sit here?!,2,04
Glimmer's Catra," No, princess, I expect you to di--",2,04
Perfuma, I cast Giant Flytrap on Catra!,2,04
Perfuma,"  Oops, sorry Bow.",2,04
Glimmer, Ugh! What are you doing here?,2,04
Frosta, Mermista said you were playing a battle game. We wanna join!,2,04
Adora,  We are in the middle of a very serious planning session.,2,04
Perfuma,  We have lots of ideas for plans!,2,04
Glimmer, Aren't you on watch right now?!,2,04
Adora,"  Okay, but only if you guys are serious about the--",2,04
Frosta,  I'm sitting next to Glimmer!,2,04
[The group converses in a cacophony; some things that are said include,,2,04
Bow, What does that flytrap normally eat?,2,04
Frosta," I have amazing ideas, starting with we PUNCH them!",2,04
Mermista, Anyone else hungry? I am hungry.],2,04
Scorpia," Spy Bot, the mission is simple, I need you to spy on the princesses so I can stop them, and impress Catra so much she'll finally admit we're best friends, or at the very least, we have a bond that can never be broken. You got that?",2,04
Lonnie," Uh, it's not turned on, and, um, that's not how it works.",2,04
Scorpia," Good, good! Yeah, I was just testing you on whether you knew how to do--that, and...you passed, so...kudos.",2,04
Scorpia,"  Now, let's go spy!",2,04
Scorpia,"  Aww, aren't you the cutest little fella! Look at you with your little legs and your antenna. You're just about the cutest thing I've ever----Spying. Yes. That is the thing...that we are. Doing.",2,04
Scorpia,  Second test...,2,04
Lonnie,  Do you want me to drive the Spy Bot?,2,04
Scorpia,"  Yes, please.",2,04
Bow," Okay, everyone has a figure, except Perfuma who's using her plant, and Mermista who has...that for some reason. ",2,04
Mermista, Says the guy with a bag of dolls.,2,04
Bow,  They're war-table battle figures!,2,04
Adora," Okay, so I'm thinking--",2,04
Bow," Hold on.  So far I have shot, eaten, and squashed. We're doing my plan. And there will be no death, no dying, just heroic good times.",2,04
Bow,"  I am Bow. She-Ra's best friend, and defender of Etheria.  When the evil Horde strikes, I strike back. ",2,04
Perfuma,"  Ooh, we all get hats!",2,04
Mermista,  Ugh...,2,04
Bow,"  After I destroy the turrets with my trick arrows, Glimmer teleports us to the tower.  There, someone waits in the shadows... ...Catra.",2,04
Bow's Catra,  Fools. I won't let you destroy my  purrrfect plan.,2,04
Adora,  What??,2,04
Glimmer,  This is kind of amazing...,2,04
Bow,"  It looks like I've got you meow, evil doer!",2,04
Bow's Catra, I'd paws to reflect on your upcoming death if I were mew.,2,04
Bow," I don't know, I'm feline pretty good right now.",2,04
Adora," Ooh, stop. You gotta stop.",2,04
Mermista,  Now we're all hoping this plan kills us.,2,04
Bow's Catra, Then  purrrr-pare to meet your end! ,2,04
Frosta,"  Wait, she can do that?!",2,04
Bow,"  No, but I-I ran out of figures and only have this left, so she can now.  ...Also, the Horde has dragons because I did not make enough robots.",2,04
Bow," Not to worry, I'll shoot her with my net arrow! ",2,04
Bow,"  Oh, come on!",2,04
Adora,"  She would obviously duck. You can't underestimate Catra or the Horde. ...Now, I think we can exploit a weakness in the wall--",2,04
Perfuma,  Is it my turn?,2,04
Adora,  This isn't a GAME.,2,04
Perfuma, I use my magic to grow a Plant Golem to take down the tower!,2,04
Bow," If it's made out of plants, how does it roar?",2,04
Perfuma,  It's plant magic!,2,04
Adora,"  Perfuma, we're not just making up whatever we want.",2,04
Mermista," Plus, your idea is dumb.",2,04
Perfuma,  And what would you do?,2,04
Mermista,"  Uh, I step forward and I say--",2,04
Mermista,"  I am Mermista. Fabulous secrets were revealed to me in the day that I held aloft my trident and said, ""For the Honor of Gray Whales!"" ",2,04
Mermista,"  Then it's like sparkle, sparkle, dolphin, sparkle.",2,04
Adora,  Mermista...,2,04
Mermista,"  I get shoes that are slightly better than my normal shoes, there's probably another dolphin...",2,04
Adora,  Mermista!,2,04
Mermista," Then, like, I twirl and my hair does this thing  where it looks all messy, but it's actually, like, really super-beautiful...",2,04
Adora,  You can't transform into She-Ra!,2,04
Mermista,"  Uh, duh, I'm Sea-Ra. Princess of the Oceans, obviously. ",2,04
Perfuma,"  No, i-i-if-if she gets to be Sea-Ra, I get to have a Plant Golem.",2,04
Frosta,  The Winter's Bane needs no help from a plant...,2,04
Adora,  The what?!,2,04
Frosta,"  My enemies know me as Frostbite Winter's Bane.  My friends call me Bane.  That is, if I had any. But no one comes close to the Winter's Bane!",2,04
Mermista,  What's that pink blob next to her?,2,04
Glimmer,  What?!,2,04
Adora,  We're getting so far from the real plan. Can we please focus?!,2,04
Glimmer, Yeah. Focus on how I'm not a sidekick!,2,04
Lonnie, We've got visual. Turning on the audio. ,2,04
Perfuma,  My army of Plant Golems will take down the tower instantly!,2,04
Frosta,  Frostbite uses Snowstrike to encase the tower in ice and then crack it apart...KAPOW!,2,04
Mermista," Uh, you mean Sea-Ra will use the Trident of Power to blow it up.",2,04
Glimmer,  You don't have a Trident of Power!,2,04
Mermista,"  Bow, make me a Trident of Power.",2,04
Bow,  I just don't wanna die again...,2,04
Scorpia,  I can't believe it...,2,04
Lonnie, Me either.,2,04
Scorpia,"  They're gonna give us frostbite, then attack us with a Plant Golem, and a woman named Sea-Ra?!  And Bow's got a Trident of Power?! Who knows what that does! Oh, we're doomed!",2,04
Lonnie,"  Ugh, they're obviously just coming up with ideas. Terrible ideas!",2,04
Scorpia, We cannot risk it.,2,04
Scorpia, Get in closer! ,2,04
Lonnie,  Hey! Get off of me!,2,04
"[Scene transition to the rebellion camp inside the tent; the robot beeps and whirs, beginning to make erratic movements; the cacophony of discussion in the tent can be heard to a degree",,2,04
Mermista,  Maybe we should throw Bow over the wall...,2,04
Bow,  Maybe we should throw everyone else over the wall!,2,04
Adora,  There goes taking this seriously! ],2,04
Scorpia," Nooo! Kyle, go grab one of the other Spy Bots you packed!",2,04
Kyle," Mm-hmm, mm-hmm. Was that my job?",2,04
[They all disapprovingly say/gesture things including,,2,04
Scorpia," Really, Kyle? I don't know how you haven't been fired.",2,04
Lonnie, Kyle!,2,04
Rogelio,  ],2,04
Glimmer, I teleport in--,2,04
Adora, And run out of teleports.,2,04
Perfuma, My Plant Golem tears down the wall! ,2,04
